Latitude,Longitude,Survey,Year,Community,Province,Result,traps
49.12561,-121.94084,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.12562,-122.19445,Gypsy Moth,2017,ABBOTSFORD,BRITISH COLUMBIA,Not Detected,0
49.12572,-122.5157,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12573,-121.84604,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.12574,-123.16068,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.12578,-118.20995,Gypsy Moth,2017,CHRISTINA LAKE,BRITISH COLUMBIA,Not Detected,0
49.12591,-122.65833,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12598,-122.52566,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12603,-122.52003,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12611,-123.84402,Gypsy Moth,2017,NANAIMO REGIONAL DISTRICT,BRITISH COLUMBIA,Not Detected,0
49.12613,-122.91799,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.12614,-123.07688,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.12616,-122.38512,Gypsy Moth,2017,ABBOTSFORD,BRITISH COLUMBIA,Not Detected,0
49.12626,-122.80213,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.12633,-122.64426,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12648,-122.51489,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12656,-122.49675,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12656,-122.02913,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.1268,-122.62228,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12699,-122.49229,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12713,-123.09365,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.12713,-122.62556,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12723,-122.69057,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.12731,-122.73659,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.12734,-122.00661,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.12738,-118.65133,Gypsy Moth,2017,GREENWOOD,BRITISH COLUMBIA,Not Detected,0
49.12743,-122.22281,Gypsy Moth,2017,ABBOTSFORD,BRITISH COLUMBIA,Not Detected,0
49.12747,-123.18301,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.12752,-121.89699,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.12754,-122.45767,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12764,-121.95808,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.12768,-122.64243,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12769,-122.65411,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12791,-122.7327,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.12793,-122.63641,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12799,-123.11441,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.1282,-122.72565,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.12838,-118.24918,Gypsy Moth,2017,CHRISTINA LAKE,BRITISH COLUMBIA,Not Detected,0
49.12844,-121.82634,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.12851,-122.86595,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.12868,-122.24998,Gypsy Moth,2017,ABBOTSFORD,BRITISH COLUMBIA,Not Detected,0
49.12879,-123.73729,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.12907,-122.64863,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12919,-122.04571,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.1292,-122.62937,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12934,-122.51462,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12942,-122.49636,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12944,-122.62151,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12952,-122.6403,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12954,-122.65086,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12973,-122.52439,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12975,-122.89265,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.12979,-122.51739,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12983,-122.55581,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.12993,-122.56977,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13008,-122.63826,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13009,-123.13811,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.13015,-122.75675,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.13015,-122.59619,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13031,-122.66158,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13042,-123.75175,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.13044,-122.48633,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13053,-122.49242,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13053,-122.0641,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.13063,-122.64377,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13079,-122.72924,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.1308,-122.7352,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.13085,-122.82305,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.13089,-121.97726,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.13095,-122.84531,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.13108,-122.34127,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.1311,-122.71264,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.13142,-122.62512,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13167,-123.76567,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.13207,-122.51468,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.1323,-122.49838,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13239,-125.90199,Gypsy Moth,2017,TOFINO,BRITISH COLUMBIA,Not Detected,0
49.13268,-122.64816,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13268,-122.44691,Gypsy Moth,2017,ALDERGROVE,BRITISH COLUMBIA,Not Detected,0
49.13303,-122.50365,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13311,-122.65446,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13311,-122.41712,Gypsy Moth,2017,ALDERGROVE,BRITISH COLUMBIA,Not Detected,0
49.13317,-122.40415,Gypsy Moth,2017,ALDERGROVE,BRITISH COLUMBIA,Not Detected,0
49.13324,-122.64054,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13324,-122.63565,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13325,-123.70355,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.13393,-122.49513,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13427,-122.30296,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.13448,-123.73302,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.13481,-122.52142,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13487,-122.63261,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13496,-122.50941,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13524,-122.91646,Gypsy Moth,2017,DELTA,BRITISH COLUMBIA,Not Detected,0
49.13528,-121.89656,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.13575,-122.64157,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13586,-122.65963,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13598,-122.65086,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13608,-121.83208,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.13608,-118.15359,Gypsy Moth,2017,PAULSON,BRITISH COLUMBIA,Not Detected,0
49.13609,-123.75106,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.13628,-122.89585,Gypsy Moth,2017,DELTA,BRITISH COLUMBIA,Not Detected,0
49.13646,-122.6341,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13648,-122.52032,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13668,-122.5037,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13683,-123.06824,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.13716,-123.0347,Gypsy Moth,2017,DELTA,BRITISH COLUMBIA,Not Detected,0
49.13725,-122.26525,Gypsy Moth,2017,ABBOTSFORD,BRITISH COLUMBIA,Not Detected,0
49.13757,-122.24983,Gypsy Moth,2017,ABBOTSFORD,BRITISH COLUMBIA,Not Detected,0
49.13778,-122.78024,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.13785,-122.64175,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13795,-121.95754,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.13803,-121.93658,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.13804,-117.26345,Gypsy Moth,2017,SALMO,BRITISH COLUMBIA,Not Detected,0
49.13827,-122.50818,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13833,-122.64662,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13836,-122.65613,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13839,-122.51459,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13867,-122.49448,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.13894,-122.02755,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.13897,-116.02806,Gypsy Moth,2017,RYAN,BRITISH COLUMBIA,Not Detected,0
49.13905,-122.06325,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.1391,-121.87473,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.13925,-123.86776,Gypsy Moth,2017,NANAIMO,BRITISH COLUMBIA,Not Detected,0
49.13927,-123.78633,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.1397,-122.28796,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.13976,-123.9332,Gypsy Moth,2017,NANAIMO,BRITISH COLUMBIA,Not Detected,0
49.13978,-122.00725,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.13987,-123.95491,Gypsy Moth,2017,NANAIMO,BRITISH COLUMBIA,Not Detected,0
49.13991,-123.97433,Gypsy Moth,2017,NANAIMO,BRITISH COLUMBIA,Not Detected,0
49.14005,-121.81267,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.14018,-122.62449,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.14026,-122.62643,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.14028,-121.84388,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.14033,-122.63257,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.14043,-122.52345,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.14062,-122.65155,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.14087,-122.64277,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.14098,-121.91859,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.14099,-122.73454,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.14104,-123.7632,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.14124,-122.63683,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.14124,-122.30898,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.14129,-122.04664,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.14141,-122.33161,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.14152,-123.11703,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.14152,-123.09479,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.14165,-122.62254,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.14193,-123.16135,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.14199,-122.38208,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.14205,-123.1826,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.14206,-121.97961,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.1421,-122.57653,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.14227,-123.13824,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.14227,-122.88863,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.14235,-122.71249,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.1426,-122.86755,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.14277,-123.70997,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.14283,-123.71002,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.14293,-122.35457,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.14297,-122.22769,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.14303,-122.63951,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.14361,-117.73893,Gypsy Moth,2017,OASIS,BRITISH COLUMBIA,Not Detected,0
49.14367,-123.78821,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.14391,-123.69703,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.14393,-122.75493,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.14399,-122.50959,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.144,-122.59644,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.14409,-122.54993,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.14411,-122.77875,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.14413,-123.80044,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.14426,-122.9232,Gypsy Moth,2017,DELTA,BRITISH COLUMBIA,Not Detected,0
49.14441,-122.40197,Gypsy Moth,2017,ALDERGROVE,BRITISH COLUMBIA,Not Detected,0
49.14454,-122.84488,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.14463,-122.68819,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.1449,-122.66161,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.14505,-122.79943,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.14521,-122.82415,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.14524,-123.73847,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.14623,-117.85251,Gypsy Moth,2017,CENTRAL KOOTENAY REGIONAL DISTRICT,BRITISH COLUMBIA,Not Detected,0
49.14681,-123.72379,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.14721,-122.47124,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.14727,-122.44305,Gypsy Moth,2017,ALDERGROVE,BRITISH COLUMBIA,Not Detected,0
49.14751,-118.45402,Gypsy Moth,2017,NIAGARA,BRITISH COLUMBIA,Not Detected,0
49.14791,-122.422,Gypsy Moth,2017,ALDERGROVE,BRITISH COLUMBIA,Not Detected,0
49.14878,-122.20672,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.14885,-123.81734,Gypsy Moth,2017,GABRIOLA,BRITISH COLUMBIA,Not Detected,0
49.14994,-123.88793,Gypsy Moth,2017,NANAIMO,BRITISH COLUMBIA,Not Detected,0
49.15031,-119.98408,Gypsy Moth,2017,ROCK CREEK,BRITISH COLUMBIA,Not Detected,0
49.15116,-122.9884,Gypsy Moth,2017,DELTA,BRITISH COLUMBIA,Not Detected,0
49.15131,-122.89872,Gypsy Moth,2017,DELTA,BRITISH COLUMBIA,Not Detected,0
49.1514,-122.00431,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.15141,-122.91855,Gypsy Moth,2017,DELTA,BRITISH COLUMBIA,Not Detected,0
49.15198,-121.82488,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.15216,-122.49281,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.15234,-123.78265,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.15238,-122.94075,Gypsy Moth,2017,DELTA,BRITISH COLUMBIA,Not Detected,0
49.15256,-122.57412,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.15264,-123.71901,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.15268,-122.59441,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.15286,-121.87418,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.15299,-121.85011,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.15322,-121.89636,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.15337,-121.80952,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.15351,-121.91798,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.15364,-121.79127,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.15369,-122.19342,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.15371,-121.95977,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.15375,-122.40749,Gypsy Moth,2017,ALDERGROVE,BRITISH COLUMBIA,Not Detected,0
49.15387,-122.80105,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.15415,-122.96861,Gypsy Moth,2017,DELTA,BRITISH COLUMBIA,Not Detected,0
49.15425,-118.54574,Gypsy Moth,2017,EHOLT,BRITISH COLUMBIA,Not Detected,0
49.15426,-122.7116,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.15445,-123.93256,Gypsy Moth,2017,NANAIMO,BRITISH COLUMBIA,Not Detected,0
49.15446,-123.01278,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.15454,-123.79926,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.15461,-122.22282,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.15466,-121.98038,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.15469,-122.52708,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.15472,-122.43343,Gypsy Moth,2017,ALDERGROVE,BRITISH COLUMBIA,Not Detected,0
49.15475,-122.46143,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.15477,-125.42159,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.15478,-122.13326,Gypsy Moth,2017,DEROCHE,BRITISH COLUMBIA,Not Detected,0
49.15484,-122.095,Gypsy Moth,2017,DEROCHE,BRITISH COLUMBIA,Not Detected,0
49.15542,-123.07594,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.15549,-122.39053,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.15552,-123.04571,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.1556,-122.73379,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.15572,-123.75694,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.15574,-122.02288,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.15607,-123.97495,Gypsy Moth,2017,NANAIMO,BRITISH COLUMBIA,Not Detected,0
49.15613,-123.73858,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.15639,-122.35078,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.15646,-122.18384,Gypsy Moth,2017,DEROCHE,BRITISH COLUMBIA,Not Detected,0
49.15652,-123.16038,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.15654,-123.13818,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.15654,-123.09155,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.15657,-123.18428,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.15657,-121.93513,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
49.15659,-122.28846,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.15663,-122.2458,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.15675,-122.31052,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.15678,-123.11687,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.15681,-123.85507,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.15699,-123.77205,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.15703,-122.26855,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.15718,-119.54062,Gypsy Moth,2017,OSOYOOS,BRITISH COLUMBIA,Not Detected,0
49.15732,-122.15971,Gypsy Moth,2017,DEROCHE,BRITISH COLUMBIA,Not Detected,0
49.1574,-122.88963,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.15746,-122.86661,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.15765,-122.50327,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.15772,-122.8222,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.15801,-122.639,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.15807,-123.83168,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.15814,-122.54756,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.15814,-122.39971,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.15836,-122.33246,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.15856,-122.12132,Gypsy Moth,2017,DEROCHE,BRITISH COLUMBIA,Not Detected,0
49.15884,-123.02417,Gypsy Moth,2017,RICHMOND,BRITISH COLUMBIA,Not Detected,0
49.15899,-122.77693,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.15918,-122.69184,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.15926,-122.62061,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.15933,-122.66544,Gypsy Moth,2017,LANGLEY,BRITISH COLUMBIA,Not Detected,0
49.15949,-116.33191,Gypsy Moth,2017,KITCHENER,BRITISH COLUMBIA,Not Detected,0
49.15955,-123.78381,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.15984,-122.75578,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.16024,-122.84443,Gypsy Moth,2017,SURREY,BRITISH COLUMBIA,Not Detected,0
49.16129,-123.9286,Gypsy Moth,2017,NANAIMO REGIONAL DISTRICT,BRITISH COLUMBIA,Not Detected,0
49.16181,-123.78853,Gypsy Moth,2017,GABRIOLA ISLAND,BRITISH COLUMBIA,Not Detected,0
49.16187,-116.26678,Gypsy Moth,2017,KITCHENER,BRITISH COLUMBIA,Not Detected,0
49.16301,-121.79328,Gypsy Moth,2017,CHILLIWACK,BRITISH COLUMBIA,Not Detected,0
